event_type,failure_reason,amount,historical_action,ml_action,historical_net_value,ml_expected_net_value,ml_true_net_value,oracle_net_value
payment_failure,technical_failure,3606.92,no_action,reminder,0.0,605.5239459002339,2523.3415477884887,2742.1264396971333
payment_failure,unknown,312.9,payment_update,payment_update,207.91807284435072,57.17254354983146,207.91807284435072,221.02985038578845
payment_failure,technical_failure,525.65,retry,payment_update,383.62554882178034,117.34795409603933,326.3563724159282,383.62554882178034
payment_failure,insufficient_funds,815.69,reminder,payment_update,623.9458483351082,218.67567830789778,588.913084940777,623.9458483351082
subscription_failure,bank_decline,1155.66,retry,payment_update,-2.0,241.75814355898507,725.481856690296,725.481856690296
payment_failure,technical_failure,806.25,reminder,reminder,-1.0,194.64952245993604,503.4249928830001,559.9181344151606
payment_failure,bank_decline,597.79,payment_update,payment_update,392.0263784325443,195.328776610158,392.0263784325443,392.0263784325443
payment_failure,authentication_failure,18680.35,personalized_offer,payment_update,14195.13573025646,4465.400226329747,13140.428112023616,14195.13573025646
subscription_failure,insufficient_funds,2346.08,no_action,reminder,0.0,464.09641817337086,1121.816255273573,1402.058451631092
checkout_abandonment,unknown,2878.21,personalized_offer,payment_update,1527.9860203427515,722.837404269103,1576.0631725040007,1763.1895735041444
payment_failure,bank_decline,1882.63,reminder,reminder,-1.0,467.34763774596934,1378.9429100962325,1496.3643057792638
checkout_abandonment,technical_failure,1214.5,personalized_offer,payment_update,809.2245264944142,323.3476212812026,806.7515887811865,945.4188200709468
payment_failure,expired_card,524.65,reminder,payment_update,-1.0,117.1644986310318,359.10561476284795,359.10561476284795
checkout_abandonment,technical_failure,782.34,no_action,payment_update,0.0,180.08377272992004,528.0435708916887,602.2509005355155
overdue_invoice,expired_card,1196.5,personalized_offer,reminder,789.4558590151881,359.94218552121856,957.8717219445429,957.8717219445429
payment_failure,bank_decline,1716.66,payment_update,payment_update,1313.2398334506613,215.4578285537841,1313.2398334506613,1395.0564938862572
checkout_abandonment,bank_decline,2081.45,reminder,personalized_offer,1616.531773153931,438.49459851000745,1625.7455272227712,1625.7455272227712
payment_failure,bank_decline,1115.28,reminder,payment_update,539.5396233876274,294.19411757473415,613.6585785694787,613.6585785694787
overdue_invoice,expired_card,2384.88,reminder,personalized_offer,1473.563673973412,607.1552528810859,1466.3523687396414,1704.3736468389243
subscription_failure,authentication_failure,6656.36,no_action,personalized_offer,2809.493130872687,2133.82268014905,3838.726202405556,4182.473485771629
overdue_invoice,technical_failure,192.57,payment_update,personalized_offer,-1.0,75.97108276380374,122.88627728294995,134.775670806746
payment_failure,authentication_failure,1221.76,payment_update,reminder,-1.0,359.08183364525047,830.361954202746,883.5620674449711
overdue_invoice,insufficient_funds,2995.1,personalized_offer,payment_update,-239.608,604.8954571705237,2133.929608223806,2244.300942567309
checkout_abandonment,insufficient_funds,1707.05,personalized_offer,reminder,-136.564,421.35022309138606,1366.483379120943,1366.6788495325754
payment_failure,expired_card,991.75,no_action,payment_update,0.0,190.74193602827762,751.3374998762654,751.3374998762654
subscription_failure,technical_failure,395.62,personalized_offer,payment_update,276.11169882577144,99.39321401736409,304.830488408204,304.830488408204
payment_failure,insufficient_funds,2169.56,payment_update,personalized_offer,1707.2503161781997,425.5481236398223,1598.7234014405703,1707.2503161781997
checkout_abandonment,authentication_failure,284.34,reminder,personalized_offer,181.4724135589674,45.56069236751869,175.20124589873032,181.4724135589674
checkout_abandonment,insufficient_funds,4624.64,personalized_offer,personalized_offer,3298.08720109293,486.72914935280045,3298.08720109293,3298.08720109293
overdue_invoice,expired_card,337.78,payment_update,payment_update,274.0600345059175,75.79139552834043,274.0600345059175,274.0600345059175
checkout_abandonment,expired_card,1988.11,no_action,retry,0.0,478.45566364399644,1381.1889228222583,1619.124878723924
payment_failure,unknown,2073.53,personalized_offer,payment_update,910.2355342677001,392.369822546521,1086.5638388744303,1086.5638388744303
payment_failure,authentication_failure,2322.96,payment_update,reminder,1847.6770315993929,506.34176496971236,1658.149587878935,1847.6770315993929
payment_failure,unknown,584.94,payment_update,payment_update,-1.0,200.24852731556408,450.0931531299323,450.0931531299323
overdue_invoice,technical_failure,1291.81,retry,reminder,656.8333886047816,388.8901267999718,662.0464650112287,662.0464650112287
payment_failure,insufficient_funds,331.58,no_action,payment_update,203.4504156513728,99.63386736446257,247.1475636619982,247.1475636619982
subscription_failure,unknown,11058.63,retry,personalized_offer,8030.490390811464,2630.9906862364646,8575.904837270244,9232.933266819162
payment_failure,bank_decline,1534.19,reminder,personalized_offer,-1.0,372.20933681269037,762.690625557364,849.0829109871685
payment_failure,technical_failure,2199.41,retry,personalized_offer,1564.7624657006904,702.4521033843723,1515.7470684715647,1564.7624657006904
payment_failure,expired_card,5491.73,payment_update,payment_update,-1.0,955.4057327339165,3263.460019698111,3263.460019698111
payment_failure,authentication_failure,753.75,payment_update,payment_update,521.2709477527862,209.33618816257777,521.2709477527862,538.9962760728409
subscription_failure,technical_failure,853.17,payment_update,retry,583.4256680241675,262.6911989913933,562.5562548667665,583.4256680241675
payment_failure,technical_failure,1011.31,payment_update,personalized_offer,-1.0,212.49704582698635,607.0423524661646,690.8898895373395
checkout_abandonment,unknown,369.26,payment_update,reminder,252.60698824422707,82.66911816843594,242.9751762804968,256.43946577076923
subscription_failure,unknown,1529.36,reminder,payment_update,1038.393455606813,349.0560772528754,1042.663714289991,1042.663714289991
subscription_failure,technical_failure,5678.86,retry,payment_update,-2.0,1457.176862555637,4156.2143539025365,4729.952935954587
subscription_failure,unknown,3066.19,payment_update,retry,2465.761014330042,605.512711503945,2132.206935154534,2465.761014330042
checkout_abandonment,technical_failure,959.22,no_action,personalized_offer,0.0,264.75709781945534,510.30701421645455,594.8949571734115
overdue_invoice,bank_decline,4851.38,personalized_offer,retry,2302.526481042142,775.8414017953148,2862.2207300081477,2930.217371995366
payment_failure,technical_failure,2174.71,payment_update,retry,1511.3328040741178,351.4832097279325,1670.4460649437458,1670.4460649437458
subscription_failure,bank_decline,2078.73,reminder,personalized_offer,1424.2905408877173,429.35039078841965,1383.061221571255,1438.779277874864
overdue_invoice,unknown,6776.67,retry,reminder,5331.599589607226,1644.1342956388512,5355.577277032665,5355.577277032665
overdue_invoice,unknown,2706.33,reminder,personalized_offer,1787.37299962923,613.4181690267224,1714.0093754071281,1787.37299962923
overdue_invoice,bank_decline,808.52,reminder,personalized_offer,422.9681424928516,264.30415632505867,378.3849467140594,422.9681424928516
checkout_abandonment,authentication_failure,3286.28,reminder,retry,2382.191894919908,967.145898791407,2505.4031452136933,2505.4031452136933
payment_failure,authentication_failure,3709.24,payment_update,payment_update,2970.2500212865702,1036.5207893315858,2970.2500212865702,2970.2500212865702
payment_failure,technical_failure,805.69,retry,retry,598.2962596475436,138.23491464382533,598.2962596475436,598.2962596475436
subscription_failure,unknown,3932.17,reminder,payment_update,2186.380067161762,818.2197873039983,2474.017515959265,2474.017515959265
payment_failure,bank_decline,1152.33,retry,reminder,662.1712744155585,314.33989783258266,662.9910368201582,668.6027913413619
checkout_abandonment,expired_card,1963.42,payment_update,payment_update,1600.7262311463085,584.9343145489462,1600.7262311463085,1600.7262311463085
overdue_invoice,unknown,3664.35,no_action,payment_update,1563.1552850893772,832.1480821033417,2316.742046874846,2316.742046874846
payment_failure,bank_decline,514.42,retry,retry,-2.0,91.80884783331467,232.89402053097697,287.5517154014172
subscription_failure,insufficient_funds,3966.67,retry,payment_update,2273.446328718155,863.1449801153053,2334.173062267853,2334.173062267853
overdue_invoice,technical_failure,2300.86,no_action,retry,1088.7484629933183,247.5532610179688,1395.5322656355302,1453.2223228764565
payment_failure,unknown,884.03,payment_update,personalized_offer,666.9680811673452,121.33832805450209,601.2745096479791,666.9680811673452
payment_failure,unknown,333.24,retry,reminder,240.17971309555924,90.44269423931689,266.51182637199634,266.51182637199634
overdue_invoice,bank_decline,632.47,personalized_offer,payment_update,491.5364357297739,185.36023074528356,515.3923154576378,515.3923154576378
checkout_abandonment,expired_card,558.82,payment_update,reminder,437.7621304648326,156.5329095943756,393.23514469360407,437.7621304648326
payment_failure,expired_card,4566.64,reminder,reminder,-1.0,530.991425035535,2769.9361722521144,2948.776183210689
payment_failure,unknown,1024.54,retry,retry,-2.0,199.70613402244282,783.529896076751,783.529896076751
payment_failure,technical_failure,180.11,reminder,reminder,96.4222289391951,50.33309758599827,96.4222289391951,101.32490226199108
checkout_abandonment,expired_card,1350.23,reminder,payment_update,690.087680445256,525.8478057626264,923.9586186278954,923.9586186278954
checkout_abandonment,insufficient_funds,656.64,no_action,personalized_offer,0.0,136.3840317924517,447.50860788370255,520.7721255021687
subscription_failure,bank_decline,3293.98,no_action,personalized_offer,1491.4864104742994,804.9017288308869,1922.2541730120515,2126.3704252136104
payment_failure,unknown,2426.66,payment_update,reminder,1777.415695378076,645.612513601281,1876.6573273116728,1876.6573273116728
checkout_abandonment,expired_card,944.16,personalized_offer,retry,-75.5328,262.23387914367794,640.9430672452453,708.7869780328961
overdue_invoice,insufficient_funds,1150.95,personalized_offer,reminder,827.2967555023815,278.2121767244428,937.4387668422248,937.4387668422248
checkout_abandonment,bank_decline,240.78,payment_update,reminder,154.72498042086593,71.52223606050627,145.2692647282827,158.10728100149817
subscription_failure,bank_decline,2506.76,payment_update,payment_update,-1.0,509.856909124013,1742.5541782399637,1742.5541782399637
checkout_abandonment,authentication_failure,542.38,reminder,personalized_offer,-1.0,76.9231066452534,344.51016572696807,407.74426324803096
subscription_failure,bank_decline,7848.13,reminder,reminder,4948.639243997024,2081.1433104849584,4948.639243997024,5391.616809230616
payment_failure,bank_decline,525.76,retry,retry,-2.0,95.10061709763565,347.2884581362234,347.2884581362234
subscription_failure,expired_card,493.22,payment_update,payment_update,363.14567709149617,115.62990370426243,363.14567709149617,363.14567709149617
subscription_failure,technical_failure,2887.51,retry,personalized_offer,1790.7727319399564,617.1426605877183,1604.9096739004265,1928.619051607181
payment_failure,insufficient_funds,2327.93,no_action,payment_update,1352.303925573602,367.3808470311899,1836.9857998234777,1838.3808480806083
checkout_abandonment,expired_card,913.27,personalized_offer,payment_update,580.4315786330875,232.23652506080765,667.0894776723208,667.0894776723208
subscription_failure,expired_card,1242.43,retry,personalized_offer,847.8986908165951,402.80983492711596,761.7717034257147,1046.6979949281308
checkout_abandonment,technical_failure,737.49,payment_update,payment_update,585.8749729713821,192.62846753222988,585.8749729713821,610.1859646137705
subscription_failure,unknown,2120.0,personalized_offer,personalized_offer,1583.5193293567777,374.5192735146352,1583.5193293567777,1723.6050795869155
checkout_abandonment,authentication_failure,593.12,retry,reminder,383.4281270466687,143.42604560994496,375.6534594528375,416.3088413647866
subscription_failure,unknown,1338.03,retry,payment_update,-2.0,227.35790254344815,673.9898507846908,673.9898507846908
checkout_abandonment,technical_failure,192.74,retry,personalized_offer,146.28821570636467,41.814844946302216,146.8811654246531,151.8066639309103
payment_failure,authentication_failure,2052.52,reminder,personalized_offer,1527.1980431240634,478.9251023879824,1578.3993200557727,1652.6076030745046
subscription_failure,unknown,1832.94,retry,payment_update,1226.6395866008663,324.84033537812786,1287.2234186624628,1290.3438123621083
payment_failure,unknown,1490.42,no_action,payment_update,923.3803498646664,395.4014691705129,1126.4450947475295,1196.948979605873
subscription_failure,unknown,315.54,no_action,personalized_offer,174.49242931552917,66.76113359985047,199.8173377639449,229.61621492018736
overdue_invoice,authentication_failure,3638.57,personalized_offer,reminder,2483.0657006012516,1377.2170214786656,2629.6621662457114,2629.6621662457114
subscription_failure,bank_decline,3687.94,reminder,reminder,2781.317772474083,987.5664738010341,2781.317772474083,2960.693640919527
payment_failure,authentication_failure,3284.11,retry,personalized_offer,2570.8051312593875,727.0677341115957,2348.989477388607,2657.0026849078718
payment_failure,authentication_failure,4371.31,personalized_offer,payment_update,2114.0673188942724,1210.9400717203093,2716.9703125821006,2716.9703125821006
checkout_abandonment,technical_failure,6220.14,reminder,payment_update,4521.620172367649,1840.3411027774473,4455.658567541956,5033.609054349865
overdue_invoice,bank_decline,515.82,reminder,payment_update,-1.0,105.03125053024394,335.08633128060546,382.55010551089634
overdue_invoice,insufficient_funds,3903.75,payment_update,reminder,3025.8219482309146,1065.1855105936886,3140.5278342191286,3140.5278342191286
payment_failure,bank_decline,3557.86,personalized_offer,personalized_offer,2308.6845566344746,674.6873132741423,2308.6845566344746,2720.379429345364
payment_failure,authentication_failure,1953.48,retry,reminder,877.8303819454214,339.1835523858766,908.1207729735976,1034.659318487233
overdue_invoice,unknown,1241.56,retry,reminder,996.0566106479872,326.278022867882,1061.904178283748,1061.904178283748
payment_failure,insufficient_funds,1864.23,no_action,retry,710.4032580542846,318.3997923245096,957.809991945894,1101.035011387354
subscription_failure,technical_failure,737.95,reminder,payment_update,-1.0,107.39964253074419,536.1710215103124,605.7317311526174
checkout_abandonment,authentication_failure,320.66,payment_update,payment_update,215.3063279605261,70.76683667056305,215.3063279605261,215.3063279605261
checkout_abandonment,authentication_failure,611.01,payment_update,personalized_offer,434.0510452444393,183.03226532092094,447.88511046977726,447.88511046977726
subscription_failure,bank_decline,869.9,payment_update,reminder,615.0151607196301,141.49545105045797,591.5842434496656,615.0151607196301
checkout_abandonment,authentication_failure,448.22,retry,payment_update,-2.0,131.12183826395187,249.21226674255016,262.0143947285544
payment_failure,technical_failure,540.77,retry,reminder,419.0946965671221,147.04077083162548,418.35245438716186,419.0946965671221
checkout_abandonment,insufficient_funds,542.87,reminder,reminder,429.0158854317274,143.83631329913547,429.0158854317274,429.0158854317274
checkout_abandonment,unknown,297.06,payment_update,reminder,-1.0,104.27463539324235,209.00883665339364,212.2641996803736
payment_failure,bank_decline,4848.75,payment_update,payment_update,3274.019541320547,843.4098899520577,3274.019541320547,3297.9188649027024
overdue_invoice,insufficient_funds,1244.76,no_action,reminder,0.0,427.69518914348237,764.6886405564311,764.6886405564311
overdue_invoice,authentication_failure,683.68,payment_update,payment_update,-1.0,135.1424706769888,423.622741979034,463.9261406335096
checkout_abandonment,expired_card,5892.72,reminder,reminder,3319.359301372848,1087.2602868841777,3319.359301372848,4222.76185990572
payment_failure,insufficient_funds,1501.71,personalized_offer,reminder,870.010056557338,413.9012905686313,908.179578109826,908.179578109826
payment_failure,expired_card,1368.51,reminder,payment_update,938.8163696905556,355.2590768971369,1108.4715488269717,1108.4715488269717
subscription_failure,authentication_failure,2117.66,payment_update,payment_update,1336.5208732955457,789.5627166413844,1336.5208732955457,1412.5156653020829
payment_failure,insufficient_funds,2541.5,no_action,retry,1672.4706717512706,551.2733485865167,1824.5031404762624,1824.5031404762624
overdue_invoice,expired_card,136.82,retry,retry,93.97319483351114,32.67427131240945,93.97319483351114,107.34258027873162
checkout_abandonment,authentication_failure,1050.86,retry,personalized_offer,-2.0,196.89170548336222,442.8464991212463,532.3932408250107
overdue_invoice,bank_decline,312.77,payment_update,payment_update,226.8920910945289,66.61725178331926,226.8920910945289,231.2331509182699
overdue_invoice,expired_card,6002.46,payment_update,payment_update,4262.754902154416,1081.2034431861157,4262.754902154416,4272.716532733415
checkout_abandonment,bank_decline,3334.65,payment_update,payment_update,-1.0,585.1910884342282,1866.1599885738867,1919.0288680956903
payment_failure,authentication_failure,11380.41,reminder,personalized_offer,-1.0,2732.9515587298215,5838.164036977745,6313.35283853209
subscription_failure,unknown,1122.03,payment_update,retry,-1.0,256.4604727257219,664.5464671800567,807.2920872874886
checkout_abandonment,authentication_failure,1237.18,payment_update,personalized_offer,701.3509656950981,366.3158699514388,576.9168747888732,721.9680563450875
overdue_invoice,technical_failure,1383.89,payment_update,payment_update,986.8663097799024,401.51515059509507,986.8663097799024,1052.247266851025
payment_failure,authentication_failure,1900.48,personalized_offer,retry,945.0829705464038,740.2738498870513,1002.8972506027852,1044.3663577735224
payment_failure,technical_failure,445.18,payment_update,payment_update,292.88950002289585,130.00396618230064,292.88950002289585,312.5503268027208
payment_failure,technical_failure,7682.0,personalized_offer,payment_update,4536.224445248905,2181.5782571149157,5589.311065827494,5957.980234070261
checkout_abandonment,technical_failure,7263.04,reminder,retry,4600.590709595093,1641.9088969762552,5476.06749139138,5476.06749139138
payment_failure,bank_decline,419.86,retry,retry,275.23587069512547,120.74084372987234,275.23587069512547,302.4878913133772
checkout_abandonment,authentication_failure,5047.58,no_action,reminder,0.0,1084.4067057923403,2711.272872375776,2948.636447035748
subscription_failure,authentication_failure,1417.56,retry,retry,1121.3051918461902,344.98887404531683,1121.3051918461902,1230.4397969497825
payment_failure,unknown,3805.55,payment_update,reminder,3007.015799613614,956.2300802146149,2686.5358435006947,3007.015799613614
subscription_failure,unknown,373.34,reminder,reminder,255.4787324600486,69.38193951899393,255.4787324600486,296.8088216218997
subscription_failure,authentication_failure,952.05,no_action,reminder,405.4591146181696,187.79215985243724,514.6635282559749,558.8699341487317
payment_failure,unknown,428.36,no_action,reminder,0.0,78.21024807192761,244.2920202586373,250.20328115766745
payment_failure,insufficient_funds,1305.61,payment_update,payment_update,-1.0,271.76666403064655,799.0449383398004,799.0449383398004
subscription_failure,technical_failure,4497.05,retry,personalized_offer,-2.0,1130.1505500118183,2809.5462490111713,3246.0686731670307
checkout_abandonment,expired_card,2140.35,personalized_offer,retry,1410.5586802869204,586.0599715907451,1342.5673847861683,1641.3963692358127
subscription_failure,authentication_failure,767.92,no_action,reminder,507.82379033684464,208.19244697214162,599.3898252552023,616.5056299718121
checkout_abandonment,bank_decline,857.61,reminder,reminder,596.8947755545078,208.63370944666252,596.8947755545078,654.6550247006415
payment_failure,unknown,278.89,payment_update,reminder,192.8234203321952,67.19900960527458,224.6441713677454,224.6441713677454
payment_failure,expired_card,686.15,payment_update,payment_update,541.7519124373824,31.042629513744203,541.7519124373824,541.7519124373824
subscription_failure,technical_failure,5749.75,reminder,reminder,4150.701668751406,1334.6073820673016,4150.701668751406,4656.420355703855
checkout_abandonment,expired_card,1053.26,retry,retry,610.8690721920608,163.2556479285061,610.8690721920608,731.8915162963176
subscription_failure,expired_card,158.69,reminder,payment_update,119.26509751506056,41.693170648947174,143.8942337965376,143.8942337965376
payment_failure,unknown,1774.51,payment_update,reminder,1226.5401209271536,414.0468011349791,1243.2826183623315,1331.922931716505
payment_failure,authentication_failure,500.93,no_action,payment_update,0.0,83.75665742976973,297.05423506088266,303.6602555737232
payment_failure,authentication_failure,721.23,no_action,payment_update,443.6318967562225,198.5359123082439,590.4952953354216,591.7488275472039
payment_failure,authentication_failure,761.54,reminder,payment_update,-1.0,203.34080936351234,543.4057086337898,571.2784669447084
checkout_abandonment,insufficient_funds,1097.6,payment_update,reminder,870.4609980875169,212.95897606987012,833.8724069792634,870.4609980875169
checkout_abandonment,insufficient_funds,7767.99,reminder,reminder,5097.518521093008,2617.8777771316522,5097.518521093008,5879.259592225344
payment_failure,insufficient_funds,1007.4,payment_update,retry,-1.0,174.15686725981823,676.0198892175955,676.0198892175955
subscription_failure,bank_decline,337.4,personalized_offer,retry,-26.991999999999997,92.69936571049426,250.97620060503263,250.97620060503263
checkout_abandonment,unknown,814.94,retry,personalized_offer,478.5316868493748,224.26201190326321,479.5225240654556,479.5225240654556
checkout_abandonment,expired_card,1039.53,retry,reminder,832.0972645013795,181.9624901327927,794.0012688391107,841.2734310008282
checkout_abandonment,unknown,574.37,no_action,personalized_offer,359.7915317823362,96.0429037774305,437.2824381814836,470.14343239485817
overdue_invoice,unknown,599.16,payment_update,payment_update,-1.0,148.41236724345362,346.0391404470698,357.861719406368
overdue_invoice,expired_card,1173.86,personalized_offer,payment_update,710.9629210901227,289.39277330379156,938.8384920196138,938.8384920196138
overdue_invoice,bank_decline,201.88,reminder,reminder,-1.0,58.717367760442606,114.24218968671498,118.85472042464768
subscription_failure,expired_card,2684.76,no_action,payment_update,1219.910031266925,460.69922816754763,1954.8041482370056,1954.8041482370056
checkout_abandonment,authentication_failure,1930.75,reminder,payment_update,1383.5441856915318,341.08331722543574,1436.640785277464,1455.6727370640883
payment_failure,technical_failure,565.01,payment_update,personalized_offer,339.4491601633834,180.74748367087864,332.85139179068375,382.7358653267413
payment_failure,insufficient_funds,3922.54,reminder,reminder,-1.0,504.97753403446245,2216.281664315687,2271.523134765939
payment_failure,technical_failure,197.35,payment_update,personalized_offer,146.24471135651817,53.438321128206965,124.91134763834522,146.24471135651817
subscription_failure,expired_card,4497.56,payment_update,personalized_offer,-1.0,950.3483814955637,2671.7117785184064,3778.022157540235
checkout_abandonment,technical_failure,461.05,payment_update,personalized_offer,346.0209844790538,159.43086268897383,324.24825027975936,363.5947955656859
subscription_failure,bank_decline,737.31,retry,payment_update,407.682272462934,189.03459795853837,406.6777235312256,407.682272462934
payment_failure,insufficient_funds,1549.29,reminder,reminder,1166.441727366314,400.57549459671975,1166.441727366314,1166.441727366314
payment_failure,expired_card,387.15,personalized_offer,reminder,240.94980529786247,82.02082851722804,296.7129947068441,314.0776317724324
payment_failure,unknown,1707.99,payment_update,payment_update,1010.0883821935232,289.5993983301177,1010.0883821935232,1014.3838754689559
overdue_invoice,unknown,382.94,retry,reminder,249.4382610319936,68.27029796540958,259.09956186435755,286.0551416788889
subscription_failure,unknown,374.02,reminder,payment_update,-1.0,155.91145795274468,240.63675480927895,265.5448777625466
payment_failure,expired_card,738.19,personalized_offer,retry,543.6617556568276,143.39591993314525,525.3212484422012,583.3555670512882
subscription_failure,insufficient_funds,1986.85,no_action,payment_update,0.0,613.8421331552358,1212.3595512462507,1212.3595512462507
subscription_failure,unknown,5618.31,retry,payment_update,3421.867883510026,982.8080873214712,4115.285291132716,4115.285291132716
checkout_abandonment,expired_card,1954.36,reminder,payment_update,1414.5988186970662,534.4011851519011,1475.5464282911853,1500.979936049308
payment_failure,unknown,1116.95,reminder,reminder,-1.0,300.93213857986115,791.5001859967648,814.1471749831406
checkout_abandonment,unknown,655.34,retry,personalized_offer,382.7938667671399,191.94845376871166,396.0386903406648,440.73335250957103
payment_failure,authentication_failure,5119.57,reminder,payment_update,3338.7960401673085,1616.453505074008,3791.861058176378,3791.861058176378
payment_failure,expired_card,661.53,personalized_offer,reminder,437.3110042623013,220.55635018201372,508.53889528979806,553.5953319678816
checkout_abandonment,unknown,1465.34,payment_update,payment_update,961.6624876562956,298.0276220821104,961.6624876562956,1020.462590196664
subscription_failure,authentication_failure,1258.51,payment_update,reminder,976.0193751656452,382.08085434662627,972.746696306026,976.0193751656452
checkout_abandonment,bank_decline,688.57,payment_update,reminder,475.9008475495975,128.12569767297705,443.1202161923825,475.9008475495975
checkout_abandonment,authentication_failure,479.04,retry,retry,325.95600851090694,135.3544828469778,325.95600851090694,383.5189201631562
checkout_abandonment,bank_decline,6707.73,retry,personalized_offer,-2.0,1482.8891044280235,3557.9527497092035,3557.9527497092035
subscription_failure,insufficient_funds,131.84,retry,personalized_offer,92.63372577821478,12.34989321322264,93.57408952245221,97.62789640633312
subscription_failure,authentication_failure,186.43,payment_update,reminder,112.84509947449791,31.361079776020098,95.08321327299988,112.84509947449791
payment_failure,expired_card,952.18,retry,payment_update,772.0351107270325,230.1295827311901,735.5419361389819,772.0351107270325
payment_failure,authentication_failure,1829.03,personalized_offer,retry,1388.8680887590233,245.3880476495127,1387.2127060569976,1452.5240265405662
payment_failure,insufficient_funds,122.45,retry,reminder,82.05458923437233,20.391545023739184,80.62139553241649,82.05458923437233
payment_failure,unknown,279.49,personalized_offer,payment_update,168.1430475833901,52.57112861988908,197.69695430822117,197.69695430822117
checkout_abandonment,authentication_failure,1370.75,no_action,payment_update,658.0165366956835,276.93040507525194,812.2629450074612,871.332367200708
payment_failure,technical_failure,2154.63,retry,personalized_offer,-2.0,151.27288927491713,1503.6517718770465,1699.7412377188089
payment_failure,bank_decline,141.89,reminder,payment_update,106.4528665676871,42.18926628634942,99.94232491947716,109.33888877546846
payment_failure,unknown,2645.21,retry,personalized_offer,-2.0,734.4980654481174,1860.5710681714256,1866.605661782697
checkout_abandonment,unknown,921.95,payment_update,personalized_offer,630.4088400381013,196.8583626347772,602.3606419570968,630.4088400381013
checkout_abandonment,authentication_failure,1311.31,retry,payment_update,859.9214065734594,290.4575672544328,1016.8369816053698,1016.8369816053698
subscription_failure,authentication_failure,602.36,payment_update,reminder,345.8525593036072,130.11392557394987,323.2931733041624,346.8559830214566
checkout_abandonment,expired_card,6272.05,retry,payment_update,4962.362994199959,1877.8453642566524,4980.02376873157,4984.831265879171
overdue_invoice,unknown,4503.45,payment_update,reminder,3134.0996429847683,596.6753785977212,3047.2666212726185,3134.0996429847683
payment_failure,expired_card,5497.43,payment_update,payment_update,3853.790814205213,865.3042944105398,3853.790814205213,3853.790814205213
payment_failure,bank_decline,1081.47,reminder,personalized_offer,738.3459735134062,290.43027102101485,652.66951391136,788.1750903453907
checkout_abandonment,authentication_failure,674.26,retry,payment_update,452.2158783513132,144.87929756200094,470.60525582961446,507.5988349844384
subscription_failure,expired_card,883.63,retry,personalized_offer,608.3494590341198,116.96310035710839,542.9615478106085,735.5652503886034
checkout_abandonment,technical_failure,145.92,no_action,retry,86.61851175811604,45.129048770953005,108.5176579911804,112.59056419729048
checkout_abandonment,insufficient_funds,2709.99,reminder,payment_update,-1.0,671.9885830951498,1882.592508300486,1882.592508300486
checkout_abandonment,technical_failure,536.41,personalized_offer,payment_update,375.71967051264846,110.06356265867416,398.544857336657,398.544857336657
subscription_failure,expired_card,1251.3,retry,payment_update,822.3287897892465,356.0600725865359,997.504313674275,997.504313674275
payment_failure,insufficient_funds,2526.53,reminder,personalized_offer,1633.2545540575134,494.0877130381471,1769.249105277064,1782.1982565230476
subscription_failure,insufficient_funds,694.45,retry,retry,434.04386028961466,183.84536894272952,434.04386028961466,482.7408180155925
checkout_abandonment,authentication_failure,5141.7,payment_update,reminder,-1.0,813.7271860817946,3813.2708433426815,3944.7288794935594
overdue_invoice,technical_failure,2659.89,retry,retry,1853.8680568055968,700.9304273770807,1853.8680568055968,2107.9910979958504
checkout_abandonment,insufficient_funds,1582.02,retry,retry,-2.0,444.7448426299622,908.0841033543368,1096.23811676437
overdue_invoice,bank_decline,353.62,no_action,payment_update,182.08352343053429,120.17426559143811,233.47515645713668,235.1143909792908
checkout_abandonment,authentication_failure,618.52,personalized_offer,payment_update,355.7010695319106,135.74243284856325,333.765070441324,355.7010695319106
checkout_abandonment,unknown,4536.94,retry,personalized_offer,3381.297964179094,782.7321584371265,3137.159383856101,3432.3986445196374
checkout_abandonment,expired_card,939.87,retry,payment_update,-2.0,298.4845940854544,742.7936290586814,742.7936290586814
checkout_abandonment,authentication_failure,1131.6,payment_update,reminder,961.724736935701,194.95853416663385,900.9368540549711,961.724736935701
subscription_failure,authentication_failure,3897.67,no_action,personalized_offer,1778.1697082754852,589.2848267252059,2244.962737346313,2553.1712271635483
subscription_failure,bank_decline,5841.79,reminder,reminder,-1.0,1240.8384016998034,4098.82642373809,4509.169357950404
payment_failure,bank_decline,2401.13,retry,retry,1647.1087420780077,658.9561647774406,1647.1087420780077,1773.0828268353605
payment_failure,technical_failure,3052.1,reminder,personalized_offer,-1.0,484.7485002989122,1513.1707250208387,1649.176362736408
payment_failure,technical_failure,3856.84,personalized_offer,payment_update,2378.433311278639,1355.3563034954127,2557.1942789190557,2662.288575841369
checkout_abandonment,insufficient_funds,17579.49,reminder,payment_update,-1.0,7077.465253663492,13066.00300236265,13066.00300236265
subscription_failure,expired_card,423.05,no_action,payment_update,0.0,89.22240407144528,335.62116543531783,335.62116543531783
payment_failure,technical_failure,843.52,payment_update,payment_update,622.5033903609118,304.8355241665976,622.5033903609118,673.098165007152
checkout_abandonment,expired_card,1336.01,reminder,payment_update,822.5588298413286,471.3506539101232,992.4911371908644,992.4911371908644
checkout_abandonment,insufficient_funds,2097.0,no_action,reminder,1244.1541201374705,400.0407545908661,1550.540981927077,1550.540981927077
